REGION,BRANCHNAME,ITEMID,PURITY,FINISH,SHAPE,THEME,BRAND,WORKSTYLE,STOCK_COUNT,SALE_COUNT
North,BR-Jaipur-01,PRD00276,14,HighPolish,Mixed,Contemporary,House,Handcrafted,9,3
North,BR-Jaipur-01,PRD00099,14,Matte,Princess,Contemporary,Essentials,KundanInspired,7,0
North,BR-Jaipur-01,PRD00168,22,HighPolish,Mixed,Traditional,House,Filigree,19,3
North,BR-Jaipur-01,PRD00116,22,Matte,Princess,Traditional,House,Filigree,18,0
North,BR-Jaipur-01,PRD00133,14,Matte,Mixed,Floral,Essentials,Handcrafted,16,0
North,BR-Jaipur-01,PRD00143,18,Textured,Oval,Geometric,Signature,Cast,1,0
North,BR-Jaipur-01,PRD00225,18,TwoTone,Round,Traditional,Signature,KundanInspired,16,1
North,BR-Jaipur-01,PRD00277,22,TwoTone,Oval,Traditional,House,KundanInspired,18,3
North,BR-Jaipur-01,PRD00164,18,TwoTone,Princess,Traditional,Signature,Filigree,5,3
North,BR-Jaipur-01,PRD00248,22,TwoTone,Oval,Geometric,Signature,Cast,7,3
North,BR-Jaipur-01,PRD00191,18,Textured,Round,Contemporary,Essentials,Filigree,17,1
North,BR-Jaipur-01,PRD00184,18,HighPolish,Mixed,Contemporary,Signature,Handcrafted,11,2
North,BR-Jaipur-01,PRD00102,14,Matte,Oval,Traditional,Signature,Cast,16,3
North,BR-Jaipur-01,PRD00132,18,HighPolish,Oval,Contemporary,Essentials,KundanInspired,18,4
North,BR-Jaipur-01,PRD00142,18,HighPolish,Oval,Traditional,Essentials,Filigree,13,0
North,BR-Jaipur-01,PRD00046,14,HighPolish,Oval,Minimalist,Essentials,Filigree,9,2
North,BR-Jaipur-01,PRD00264,18,HighPolish,Oval,Floral,Essentials,Handcrafted,10,4
North,BR-Jaipur-01,PRD00058,22,TwoTone,Princess,Minimalist,House,Filigree,11,2
North,BR-Jaipur-01,PRD00244,18,HighPolish,Princess,Floral,Essentials,Cast,7,4
North,BR-Jaipur-01,PRD00001,22,TwoTone,Mixed,Minimalist,Essentials,Handcrafted,19,3
North,BR-Jaipur-01,PRD00220,22,Textured,Princess,Geometric,House,Cast,17,2
North,BR-Jaipur-01,PRD00177,18,HighPolish,Round,Geometric,Essentials,KundanInspired,9,3
North,BR-Jaipur-01,PRD00183,22,Textured,Oval,Floral,Essentials,KundanInspired,13,1
North,BR-Jaipur-01,PRD00165,22,Textured,Mixed,Floral,Signature,KundanInspired,14,3
North,BR-Jaipur-01,PRD00042,18,TwoTone,Round,Floral,Signature,KundanInspired,15,2
North,BR-Jaipur-01,PRD00067,14,TwoTone,Princess,Floral,House,KundanInspired,1,1
North,BR-Jaipur-01,PRD00267,22,Textured,Round,Geometric,House,Cast,13,1
North,BR-Jaipur-01,PRD00227,22,Matte,Princess,Minimalist,Essentials,KundanInspired,5,2
North,BR-Jaipur-01,PRD00234,22,TwoTone,Oval,Floral,Essentials,Handcrafted,7,0
North,BR-Jaipur-01,PRD00270,22,HighPolish,Princess,Minimalist,Essentials,Filigree,12,1
North,BR-Jaipur-01,PRD00027,18,Matte,Princess,Floral,Essentials,Handcrafted,2,0
North,BR-Jaipur-01,PRD00083,22,HighPolish,Mixed,Traditional,Essentials,Filigree,4,1
North,BR-Jaipur-01,PRD00136,14,TwoTone,Oval,Geometric,House,Cast,8,2
North,BR-Jaipur-01,PRD00063,18,Textured,Princess,Geometric,Essentials,Filigree,17,4
North,BR-Jaipur-01,PRD00179,18,HighPolish,Princess,Minimalist,Signature,Handcrafted,3,0
North,BR-Jaipur-01,PRD00150,18,HighPolish,Round,Contemporary,House,Cast,6,1
North,BR-Jaipur-01,PRD00070,18,TwoTone,Oval,Minimalist,House,KundanInspired,17,0
North,BR-Jaipur-01,PRD00261,14,Matte,Princess,Floral,Essentials,Handcrafted,5,2
North,BR-Jaipur-01,PRD00123,18,Textured,Oval,Floral,House,KundanInspired,12,4
North,BR-Jaipur-01,PRD00260,22,Textured,Mixed,Contemporary,Signature,KundanInspired,0,0
North,BR-Jaipur-01,PRD00007,14,HighPolish,Mixed,Traditional,Signature,Handcrafted,13,0
North,BR-Jaipur-01,PRD00290,14,TwoTone,Princess,Minimalist,Signature,Cast,17,2
North,BR-Jaipur-01,PRD00262,14,Textured,Round,Traditional,House,KundanInspired,5,0
North,BR-Jaipur-01,PRD00210,14,TwoTone,Princess,Floral,Signature,KundanInspired,6,0
North,BR-Jaipur-01,PRD00149,14,HighPolish,Oval,Minimalist,Essentials,Filigree,9,1
North,BR-Jaipur-01,PRD00241,14,Textured,Mixed,Minimalist,Essentials,KundanInspired,2,1
North,BR-Jaipur-02,PRD00023,18,HighPolish,Princess,Minimalist,House,Handcrafted,11,4
North,BR-Jaipur-02,PRD00143,14,TwoTone,Mixed,Floral,Essentials,Handcrafted,14,4
North,BR-Jaipur-02,PRD00163,14,Matte,Mixed,Geometric,Signature,Filigree,2,1
North,BR-Jaipur-02,PRD00102,22,Textured,Mixed,Traditional,Signature,Filigree,11,3
North,BR-Jaipur-02,PRD00124,18,Textured,Princess,Geometric,Essentials,KundanInspired,19,1
North,BR-Jaipur-02,PRD00074,18,TwoTone,Princess,Geometric,Signature,Filigree,11,1
North,BR-Jaipur-02,PRD00258,14,HighPolish,Princess,Minimalist,Essentials,Cast,19,4
North,BR-Jaipur-02,PRD00189,22,HighPolish,Mixed,Floral,Essentials,KundanInspired,7,4
North,BR-Jaipur-02,PRD00127,14,Matte,Oval,Minimalist,House,Handcrafted,9,1
North,BR-Jaipur-02,PRD00028,18,Textured,Round,Geometric,Essentials,Filigree,12,3
North,BR-Jaipur-02,PRD00253,14,Matte,Oval,Contemporary,Signature,Filigree,15,1
North,BR-Jaipur-02,PRD00227,14,HighPolish,Oval,Floral,Signature,Handcrafted,13,3
North,BR-Jaipur-02,PRD00137,18,Textured,Princess,Floral,House,Cast,18,4
North,BR-Jaipur-02,PRD00264,14,HighPolish,Mixed,Contemporary,Signature,KundanInspired,3,2
North,BR-Jaipur-02,PRD00165,14,Matte,Princess,Traditional,Signature,Cast,0,0
North,BR-Jaipur-02,PRD00223,14,HighPolish,Mixed,Floral,House,Filigree,4,1
North,BR-Jaipur-02,PRD00266,22,HighPolish,Round,Floral,Essentials,Filigree,11,1
North,BR-Jaipur-02,PRD00060,14,Matte,Mixed,Geometric,House,Cast,8,4
North,BR-Jaipur-02,PRD00201,22,HighPolish,Princess,Contemporary,Signature,Handcrafted,14,1
North,BR-Jaipur-02,PRD00136,22,HighPolish,Oval,Minimalist,Essentials,KundanInspired,14,1
North,BR-Jaipur-02,PRD00219,22,HighPolish,Round,Geometric,Signature,KundanInspired,14,2
North,BR-Jaipur-02,PRD00275,14,Matte,Round,Traditional,House,Handcrafted,18,1
North,BR-Jaipur-02,PRD00218,14,Textured,Princess,Geometric,Signature,Handcrafted,13,3
North,BR-Jaipur-02,PRD00055,14,TwoTone,Mixed,Contemporary,Signature,Handcrafted,12,2
North,BR-Jaipur-02,PRD00047,22,TwoTone,Round,Geometric,Essentials,Filigree,14,1
North,BR-Jaipur-02,PRD00025,18,Matte,Oval,Contemporary,Signature,Filigree,10,4
North,BR-Jaipur-02,PRD00080,18,HighPolish,Oval,Contemporary,House,Filigree,17,0
North,BR-Jaipur-02,PRD00051,14,Textured,Oval,Traditional,Signature,Cast,2,0
North,BR-Jaipur-02,PRD00075,22,Textured,Round,Traditional,House,Handcrafted,9,3
North,BR-Jaipur-02,PRD00234,14,HighPolish,Princess,Minimalist,House,Handcrafted,8,0
North,BR-Jaipur-02,PRD00195,22,HighPolish,Mixed,Geometric,Essentials,KundanInspired,3,3
North,BR-Jaipur-02,PRD00100,18,Textured,Mixed,Traditional,House,Filigree,15,3
North,BR-Jaipur-02,PRD00116,14,TwoTone,Oval,Minimalist,House,Handcrafted,19,1
North,BR-Jaipur-02,PRD00245,22,TwoTone,Oval,Geometric,Signature,Cast,3,0
North,BR-Jaipur-02,PRD00200,18,Matte,Round,Geometric,Signature,Cast,15,2
North,BR-Jaipur-02,PRD00235,14,HighPolish,Round,Floral,Essentials,Filigree,16,0
North,BR-Jaipur-02,PRD00228,22,TwoTone,Oval,Traditional,Signature,KundanInspired,3,3
North,BR-Jaipur-02,PRD00004,14,TwoTone,Round,Contemporary,House,KundanInspired,17,2
North,BR-Jaipur-02,PRD00152,18,HighPolish,Round,Contemporary,Essentials,Filigree,19,3
North,BR-Jaipur-02,PRD00066,14,Matte,Round,Floral,Signature,Filigree,2,1
North,BR-Jaipur-02,PRD00244,14,HighPolish,Round,Contemporary,Essentials,Cast,15,1
North,BR-Jaipur-02,PRD00059,14,Matte,Round,Traditional,Signature,Cast,5,2
North,BR-Jaipur-02,PRD00089,14,HighPolish,Oval,Floral,House,Filigree,2,0
North,BR-Jaipur-02,PRD00186,22,Textured,Round,Minimalist,Signature,KundanInspired,15,3
North,BR-Jaipur-02,PRD00183,22,HighPolish,Round,Traditional,Essentials,Cast,13,0
North,BR-Jaipur-02,PRD00170,14,Matte,Princess,Contemporary,Essentials,KundanInspired,1,0
North,BR-Jaipur-02,PRD00062,18,TwoTone,Round,Contemporary,House,Handcrafted,1,0
North,BR-Jaipur-02,PRD00277,18,Matte,Oval,Minimalist,Signature,KundanInspired,5,4
North,BR-Jaipur-02,PRD00121,14,Matte,Princess,Contemporary,Signature,Filigree,4,2
North,BR-Jaipur-02,PRD00211,18,HighPolish,Mixed,Contemporary,House,Handcrafted,12,0
North,BR-Jaipur-02,PRD00265,14,HighPolish,Princess,Geometric,House,Cast,1,1
North,BR-Jaipur-02,PRD00212,22,HighPolish,Oval,Floral,Signature,Filigree,6,2
North,BR-Jaipur-02,PRD00108,22,HighPolish,Mixed,Traditional,Essentials,Handcrafted,4,0
North,BR-Jaipur-02,PRD00005,14,HighPolish,Oval,Floral,House,Handcrafted,0,0
North,BR-Jaipur-02,PRD00110,18,HighPolish,Princess,Geometric,House,Filigree,19,3
North,BR-Jaipur-02,PRD00255,22,HighPolish,Round,Geometric,Signature,KundanInspired,18,2
North,BR-Jaipur-02,PRD00009,22,Textured,Princess,Minimalist,Signature,Cast,12,1
North,BR-Jaipur-02,PRD00179,22,HighPolish,Oval,Floral,Signature,Handcrafted,17,2
North,BR-Jaipur-02,PRD00182,18,HighPolish,Oval,Geometric,House,KundanInspired,3,1
North,BR-Jaipur-02,PRD00240,18,TwoTone,Princess,Floral,Essentials,KundanInspired,13,0
North,BR-Jaipur-02,PRD00113,22,Textured,Mixed,Minimalist,Essentials,Handcrafted,13,0
North,BR-Jaipur-02,PRD00289,22,TwoTone,Princess,Contemporary,House,Cast,16,2
North,BR-Jaipur-02,PRD00109,18,Matte,Princess,Contemporary,Essentials,Cast,9,2
North,BR-Jaipur-02,PRD00224,14,Textured,Mixed,Geometric,House,Cast,0,0
North,BR-Jaipur-02,PRD00018,18,TwoTone,Oval,Contemporary,House,Filigree,0,0
North,BR-Jaipur-02,PRD00233,14,Matte,Princess,Floral,Essentials,Cast,10,1
North,BR-Jaipur-02,PRD00064,18,Textured,Oval,Floral,House,Handcrafted,11,4
North,BR-Jaipur-02,PRD00299,14,Matte,Mixed,Floral,House,Handcrafted,19,1
North,BR-Jaipur-02,PRD00019,22,Matte,Mixed,Geometric,Essentials,KundanInspired,14,2
North,BR-Jaipur-02,PRD00256,22,Matte,Oval,Traditional,Signature,Filigree,8,1
North,BR-Jaipur-02,PRD00194,18,Matte,Oval,Floral,House,Handcrafted,7,3
North,BR-Jaipur-02,PRD00006,14,Textured,Mixed,Contemporary,House,Cast,16,0
North,BR-Jaipur-02,PRD00003,18,Textured,Round,Traditional,Signature,Cast,17,3
North,BR-Jaipur-02,PRD00199,22,HighPolish,Round,Traditional,Essentials,Handcrafted,6,0
North,BR-Jaipur-02,PRD00206,14,Textured,Mixed,Floral,Essentials,Filigree,12,1
North,BR-Jaipur-02,PRD00174,18,Textured,Mixed,Floral,Essentials,Handcrafted,14,0
North,BR-Jaipur-02,PRD00300,18,Matte,Mixed,Traditional,Essentials,Cast,13,0
North,BR-Jaipur-02,PRD00283,18,Textured,Round,Traditional,Essentials,Filigree,2,1
North,BR-Jaipur-02,PRD00188,14,Matte,Mixed,Minimalist,Essentials,Handcrafted,13,2
North,BR-Jaipur-02,PRD00147,18,Textured,Princess,Floral,House,Handcrafted,9,0
North,BR-Jaipur-02,PRD00033,18,Textured,Round,Traditional,House,Filigree,7,3
North,BR-Jaipur-02,PRD00214,18,Textured,Princess,Geometric,Essentials,Filigree,18,3
North,BR-Jaipur-02,PRD00012,14,Matte,Round,Floral,Signature,Cast,8,0
North,BR-Jaipur-02,PRD00087,18,Textured,Oval,Contemporary,House,Handcrafted,11,1
North,BR-Jaipur-02,PRD00259,14,TwoTone,Oval,Geometric,Essentials,Handcrafted,2,2
North,BR-Jaipur-02,PRD00191,14,HighPolish,Princess,Minimalist,Signature,Cast,13,2
North,BR-Jaipur-02,PRD00203,18,Textured,Oval,Minimalist,Signature,Handcrafted,19,0
North,BR-Jaipur-02,PRD00190,18,HighPolish,Mixed,Floral,House,Handcrafted,0,0
North,BR-Jaipur-02,PRD00099,14,Matte,Princess,Contemporary,House,KundanInspired,14,4
North,BR-Jaipur-02,PRD00043,18,Matte,Oval,Traditional,House,Handcrafted,15,3
North,BR-Jaipur-02,PRD00107,22,TwoTone,Mixed,Geometric,Signature,Handcrafted,2,0
North,BR-Jaipur-02,PRD00158,18,TwoTone,Oval,Geometric,Essentials,Handcrafted,4,0
North,BR-Jaipur-02,PRD00178,18,Textured,Mixed,Contemporary,Signature,Handcrafted,14,2
North,BR-Jaipur-02,PRD00078,14,Textured,Round,Contemporary,Signature,KundanInspired,6,1
North,BR-Jaipur-02,PRD00030,14,Textured,Princess,Traditional,Essentials,Cast,18,2
North,BR-Jaipur-02,PRD00281,22,Textured,Oval,Floral,Essentials,Filigree,15,1
North,BR-Jaipur-02,PRD00135,22,Matte,Round,Contemporary,Essentials,Cast,15,3
North,BR-Jaipur-02,PRD00038,14,Matte,Round,Geometric,Essentials,Handcrafted,14,0
North,BR-Jaipur-02,PRD00155,22,HighPolish,Princess,Contemporary,Signature,Cast,0,0
North,BR-Jaipur-02,PRD00079,22,Matte,Round,Geometric,House,Cast,19,0
North,BR-Jaipur-02,PRD00045,22,Matte,Mixed,Traditional,Signature,Cast,1,1
North,BR-Jaipur-02,PRD00273,14,HighPolish,Oval,Geometric,Signature,Filigree,2,0
North,BR-Jaipur-02,PRD00056,22,Textured,Oval,Contemporary,House,KundanInspired,15,3
North,BR-Jaipur-02,PRD00111,22,HighPolish,Round,Geometric,Essentials,KundanInspired,0,0
North,BR-Jaipur-02,PRD00073,22,HighPolish,Oval,Traditional,Essentials,Cast,9,2
North,BR-Jaipur-02,PRD00213,14,HighPolish,Mixed,Traditional,Signature,Cast,4,1
North,BR-Jaipur-02,PRD00065,14,Textured,Oval,Minimalist,Essentials,Cast,6,4
North,BR-Jaipur-02,PRD00094,18,HighPolish,Oval,Contemporary,House,Filigree,5,1
North,BR-Jaipur-02,PRD00039,14,Matte,Oval,Floral,Essentials,KundanInspired,14,3
North,BR-Jaipur-02,PRD00083,22,Matte,Oval,Contemporary,Essentials,Cast,4,2
North,BR-Jaipur-02,PRD00215,22,Matte,Round,Contemporary,Essentials,KundanInspired,5,0
North,BR-Jaipur-02,PRD00237,14,Textured,Mixed,Contemporary,Essentials,Filigree,14,3
North,BR-Jaipur-02,PRD00207,22,Matte,Mixed,Contemporary,Essentials,Cast,8,1
North,BR-Jaipur-02,PRD00148,14,Textured,Princess,Minimalist,Essentials,Filigree,8,2
North,BR-Jaipur-02,PRD00081,14,TwoTone,Round,Minimalist,Essentials,Filigree,12,4
North,BR-Jaipur-02,PRD00171,14,Matte,Round,Traditional,Essentials,Filigree,18,2
North,BR-Jaipur-02,PRD00001,18,HighPolish,Round,Floral,Signature,Cast,4,0
North,BR-Jaipur-02,PRD00007,18,Textured,Oval,Traditional,Signature,Handcrafted,2,1
North,BR-Jaipur-02,PRD00216,22,TwoTone,Oval,Floral,Signature,Handcrafted,2,0
North,BR-Jaipur-02,PRD00180,18,Matte,Mixed,Geometric,Signature,KundanInspired,10,4
North,BR-Jaipur-02,PRD00262,22,TwoTone,Princess,Geometric,Signature,KundanInspired,15,1
North,BR-Jaipur-02,PRD00222,14,Matte,Oval,Contemporary,Signature,Handcrafted,15,0
North,BR-Jaipur-02,PRD00254,14,Textured,Princess,Traditional,Essentials,Handcrafted,18,3
North,BR-Jaipur-02,PRD00010,14,TwoTone,Round,Minimalist,Signature,KundanInspired,8,0
North,BR-Jaipur-02,PRD00294,22,Textured,Mixed,Floral,Signature,KundanInspired,9,2
North,BR-Jaipur-02,PRD00164,18,HighPolish,Princess,Contemporary,House,Filigree,0,0
North,BR-Jaipur-02,PRD00133,18,Textured,Round,Minimalist,House,Cast,12,1
North,BR-Jaipur-02,PRD00117,18,TwoTone,Oval,Floral,Essentials,Cast,10,0
North,BR-Jaipur-02,PRD00032,18,Matte,Oval,Geometric,Signature,KundanInspired,0,0
North,BR-Jaipur-02,PRD00252,18,Textured,Oval,Geometric,Signature,Cast,0,0
East,BR-Kolkata-01,PRD00222,18,HighPolish,Round,Floral,Signature,Handcrafted,18,3
East,BR-Kolkata-01,PRD00130,14,Textured,Princess,Traditional,Essentials,KundanInspired,11,3
East,BR-Kolkata-01,PRD00193,22,HighPolish,Princess,Minimalist,Signature,KundanInspired,2,2
East,BR-Kolkata-01,PRD00053,18,Textured,Princess,Contemporary,House,Cast,12,2
East,BR-Kolkata-01,PRD00255,18,TwoTone,Princess,Minimalist,Signature,Filigree,12,2
East,BR-Kolkata-01,PRD00167,18,Textured,Oval,Floral,Essentials,Filigree,1,0
East,BR-Kolkata-01,PRD00213,14,TwoTone,Round,Contemporary,Signature,Handcrafted,16,2
East,BR-Kolkata-01,PRD00241,14,Matte,Princess,Contemporary,Signature,Cast,7,1
East,BR-Kolkata-01,PRD00196,14,Matte,Mixed,Contemporary,Essentials,Cast,12,4
East,BR-Kolkata-01,PRD00141,18,Textured,Princess,Minimalist,Signature,Filigree,11,0
East,BR-Kolkata-01,PRD00247,18,Textured,Mixed,Minimalist,Signature,Handcrafted,5,1
East,BR-Kolkata-01,PRD00153,22,Matte,Oval,Minimalist,Signature,Handcrafted,9,0
East,BR-Kolkata-01,PRD00146,22,Textured,Princess,Floral,Signature,Cast,4,1
East,BR-Kolkata-01,PRD00175,18,HighPolish,Mixed,Floral,House,Filigree,19,1
East,BR-Kolkata-01,PRD00051,22,Matte,Mixed,Minimalist,House,KundanInspired,5,1
East,BR-Kolkata-01,PRD00036,22,Textured,Princess,Floral,House,Filigree,2,2
East,BR-Kolkata-01,PRD00003,14,Textured,Princess,Traditional,House,Handcrafted,2,1
East,BR-Kolkata-01,PRD00181,18,HighPolish,Mixed,Traditional,Signature,Filigree,12,0
East,BR-Kolkata-01,PRD00270,14,HighPolish,Mixed,Contemporary,House,Cast,2,1
East,BR-Kolkata-01,PRD00155,14,TwoTone,Round,Geometric,Essentials,Filigree,11,2
East,BR-Kolkata-01,PRD00194,14,Textured,Mixed,Geometric,House,Handcrafted,12,3
East,BR-Kolkata-01,PRD00243,14,Textured,Mixed,Traditional,Essentials,Filigree,14,3
East,BR-Kolkata-01,PRD00191,14,TwoTone,Princess,Geometric,Signature,Filigree,13,2
East,BR-Kolkata-01,PRD00165,14,TwoTone,Round,Contemporary,Signature,Handcrafted,1,1
East,BR-Kolkata-01,PRD00102,14,Textured,Mixed,Contemporary,Signature,Cast,17,0
East,BR-Kolkata-01,PRD00042,22,HighPolish,Princess,Floral,Signature,Handcrafted,2,2
East,BR-Kolkata-01,PRD00136,18,Textured,Oval,Geometric,Essentials,Cast,12,4
East,BR-Kolkata-01,PRD00038,22,TwoTone,Mixed,Floral,House,Cast,6,3
East,BR-Kolkata-01,PRD00235,22,Matte,Oval,Contemporary,Essentials,KundanInspired,3,0
East,BR-Kolkata-01,PRD00183,18,Textured,Mixed,Minimalist,Signature,Filigree,18,2
East,BR-Kolkata-01,PRD00174,22,Textured,Mixed,Contemporary,House,Handcrafted,7,3
East,BR-Kolkata-01,PRD00266,14,Textured,Oval,Floral,Essentials,KundanInspired,4,1
East,BR-Kolkata-01,PRD00095,18,Matte,Mixed,Floral,Essentials,KundanInspired,1,0
East,BR-Kolkata-01,PRD00018,22,Matte,Mixed,Traditional,Signature,Filigree,14,1
East,BR-Kolkata-01,PRD00118,14,Textured,Oval,Geometric,Signature,Handcrafted,14,4
East,BR-Kolkata-01,PRD00084,22,TwoTone,Round,Traditional,Essentials,KundanInspired,13,4
East,BR-Kolkata-01,PRD00127,18,HighPolish,Princess,Contemporary,House,KundanInspired,6,1
East,BR-Kolkata-01,PRD00287,18,Matte,Oval,Contemporary,Signature,Filigree,16,3
East,BR-Kolkata-01,PRD00006,22,Matte,Princess,Contemporary,Signature,Cast,2,2
East,BR-Kolkata-01,PRD00135,18,Textured,Mixed,Geometric,Essentials,Filigree,9,2
East,BR-Kolkata-01,PRD00209,22,Matte,Round,Geometric,Essentials,KundanInspired,9,0
East,BR-Kolkata-01,PRD00198,22,HighPolish,Round,Floral,House,Handcrafted,13,0
East,BR-Kolkata-01,PRD00059,22,Matte,Mixed,Geometric,House,Handcrafted,0,0
East,BR-Kolkata-01,PRD00088,18,HighPolish,Oval,Contemporary,House,Filigree,7,3
East,BR-Kolkata-01,PRD00252,14,Matte,Round,Contemporary,House,Cast,17,3
East,BR-Kolkata-01,PRD00186,18,HighPolish,Princess,Contemporary,House,Cast,16,4
East,BR-Kolkata-01,PRD00228,14,HighPolish,Mixed,Floral,Essentials,KundanInspired,11,2
East,BR-Kolkata-01,PRD00062,18,HighPolish,Princess,Minimalist,House,KundanInspired,4,3
East,BR-Kolkata-01,PRD00044,22,Matte,Round,Geometric,House,Filigree,5,0
East,BR-Kolkata-01,PRD00050,18,Matte,Mixed,Contemporary,House,Filigree,18,0
East,BR-Kolkata-01,PRD00104,14,Textured,Oval,Floral,Essentials,Handcrafted,0,0
East,BR-Kolkata-01,PRD00237,14,Matte,Mixed,Geometric,House,Cast,14,3
East,BR-Kolkata-01,PRD00168,18,Textured,Princess,Geometric,Essentials,Handcrafted,9,1
East,BR-Kolkata-01,PRD00041,14,Textured,Round,Floral,Essentials,KundanInspired,1,1
East,BR-Kolkata-01,PRD00173,14,HighPolish,Round,Minimalist,Signature,KundanInspired,6,1
East,BR-Kolkata-01,PRD00111,18,TwoTone,Round,Minimalist,House,Filigree,15,2
East,BR-Kolkata-01,PRD00004,22,TwoTone,Princess,Traditional,House,Filigree,17,2
East,BR-Kolkata-01,PRD00086,14,TwoTone,Round,Floral,Essentials,Filigree,5,3
East,BR-Kolkata-01,PRD00272,22,Textured,Oval,Floral,House,Handcrafted,14,4
East,BR-Kolkata-01,PRD00039,22,Textured,Princess,Geometric,Essentials,Handcrafted,12,4
East,BR-Kolkata-01,PRD00108,22,TwoTone,Oval,Floral,House,Cast,12,3
East,BR-Kolkata-01,PRD00052,14,Textured,Princess,Traditional,House,KundanInspired,19,1
East,BR-Kolkata-01,PRD00080,18,Textured,Oval,Traditional,Essentials,KundanInspired,0,0
East,BR-Kolkata-01,PRD00203,18,HighPolish,Princess,Minimalist,Signature,KundanInspired,5,2
East,BR-Kolkata-01,PRD00171,14,Matte,Princess,Traditional,Signature,Cast,14,4
East,BR-Kolkata-01,PRD00011,18,Textured,Princess,Contemporary,Signature,Cast,8,4
East,BR-Kolkata-01,PRD00054,22,Textured,Round,Traditional,House,Handcrafted,7,1
East,BR-Kolkata-01,PRD00008,14,TwoTone,Round,Floral,Signature,Filigree,19,3
East,BR-Kolkata-01,PRD00158,18,Textured,Princess,Traditional,Signature,Handcrafted,10,4
East,BR-Kolkata-01,PRD00132,14,TwoTone,Round,Geometric,Signature,KundanInspired,18,2
East,BR-Kolkata-01,PRD00170,18,Textured,Round,Geometric,House,KundanInspired,7,3
East,BR-Kolkata-01,PRD00115,18,TwoTone,Oval,Traditional,Essentials,Filigree,1,1
East,BR-Kolkata-01,PRD00208,14,TwoTone,Round,Traditional,Essentials,Cast,8,0
East,BR-Kolkata-01,PRD00077,22,TwoTone,Oval,Traditional,Signature,Filigree,8,0
East,BR-Kolkata-01,PRD00268,14,TwoTone,Oval,Geometric,House,Handcrafted,2,1
East,BR-Kolkata-01,PRD00295,22,Matte,Mixed,Geometric,Signature,Filigree,7,1
East,BR-Kolkata-01,PRD00109,22,Textured,Mixed,Floral,Essentials,KundanInspired,5,0
East,BR-Kolkata-01,PRD00275,14,HighPolish,Round,Floral,Essentials,Handcrafted,16,0
East,BR-Kolkata-01,PRD00204,18,TwoTone,Princess,Traditional,Essentials,KundanInspired,6,0
East,BR-Kolkata-01,PRD00012,14,Matte,Mixed,Traditional,Essentials,Filigree,5,1
East,BR-Kolkata-01,PRD00263,18,HighPolish,Round,Traditional,Essentials,Handcrafted,0,0
East,BR-Kolkata-01,PRD00278,18,TwoTone,Princess,Geometric,Signature,Handcrafted,7,3
East,BR-Kolkata-01,PRD00142,14,Matte,Princess,Minimalist,House,Filigree,3,0
East,BR-Kolkata-01,PRD00125,22,Matte,Round,Traditional,House,KundanInspired,17,3
East,BR-Kolkata-01,PRD00224,18,HighPolish,Princess,Contemporary,Signature,Handcrafted,8,0
East,BR-Kolkata-01,PRD00032,18,TwoTone,Mixed,Geometric,Signature,Filigree,9,4
East,BR-Kolkata-01,PRD00145,22,Matte,Mixed,Floral,Signature,Handcrafted,4,3
East,BR-Kolkata-01,PRD00030,18,Textured,Oval,Minimalist,Essentials,Cast,0,0
East,BR-Kolkata-01,PRD00083,18,TwoTone,Round,Geometric,Signature,Filigree,10,4
East,BR-Kolkata-01,PRD00137,18,Textured,Mixed,Minimalist,Signature,Cast,19,3
East,BR-Kolkata-01,PRD00081,18,HighPolish,Princess,Floral,Signature,Handcrafted,9,1
East,BR-Kolkata-01,PRD00182,18,HighPolish,Round,Floral,House,Filigree,8,3
East,BR-Kolkata-01,PRD00292,22,TwoTone,Princess,Traditional,House,KundanInspired,10,0
East,BR-Kolkata-01,PRD00291,14,Textured,Mixed,Minimalist,Essentials,Filigree,3,2
East,BR-Kolkata-01,PRD00274,22,Textured,Round,Minimalist,House,Filigree,8,4
East,BR-Kolkata-01,PRD00114,14,Textured,Princess,Contemporary,Signature,Filigree,6,3
East,BR-Kolkata-01,PRD00251,18,TwoTone,Oval,Geometric,Signature,Filigree,18,4
East,BR-Kolkata-01,PRD00259,14,Matte,Mixed,Contemporary,House,Filigree,7,1
East,BR-Kolkata-01,PRD00284,22,Textured,Mixed,Floral,Signature,KundanInspired,5,1
East,BR-Kolkata-01,PRD00280,18,Textured,Mixed,Contemporary,Essentials,KundanInspired,8,1
East,BR-Kolkata-01,PRD00015,22,Textured,Princess,Contemporary,Essentials,KundanInspired,11,3
East,BR-Kolkata-01,PRD00176,14,Textured,Mixed,Contemporary,House,KundanInspired,15,2
East,BR-Kolkata-01,PRD00047,18,TwoTone,Round,Traditional,House,KundanInspired,18,4
East,BR-Kolkata-01,PRD00107,14,Textured,Oval,Geometric,House,KundanInspired,6,4
East,BR-Kolkata-01,PRD00144,18,TwoTone,Princess,Traditional,Essentials,KundanInspired,17,2
East,BR-Kolkata-01,PRD00005,18,HighPolish,Round,Contemporary,House,Filigree,19,3
East,BR-Kolkata-01,PRD00097,22,Matte,Princess,Geometric,Signature,Handcrafted,11,3
East,BR-Kolkata-01,PRD00257,18,TwoTone,Oval,Minimalist,House,Filigree,9,1
East,BR-Kolkata-01,PRD00220,18,Textured,Mixed,Minimalist,House,KundanInspired,15,4
East,BR-Kolkata-01,PRD00013,14,Textured,Princess,Contemporary,Signature,KundanInspired,14,0
